project_id,year,revenue_vnd,opex_vnd,depreciation_vnd,taxable_income_vnd,tax_loss_opening_vnd,tax_loss_closing_vnd,tax_vnd,working_capital_vnd,delta_working_capital_vnd,capex_vnd,capex_net_vnd,vat_paid_vnd,construction_capex_vnd,idc_vnd,major_maintenance_vnd,terminal_value_vnd,terminal_release_vnd,terminal_branch,cfads_vnd,sources_vnd,uses_vnd,sources_uses_balance_vnd
VG-001,13,4079954544.1693554,665826942.1453364,1890131691.9191918,1523995910.1048274,0.0,0.0,304799182.0209655,335338729.65775526,1651750.5466002226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZERO_RESIDUAL_NO_SALE,3107676669.4564533,0.0,0.0,0.0
VG-001,14,4100150319.1629934,679143480.9882432,1890131691.9191918,1530875146.2555585,0.0,0.0,306175029.2511117,336998656.3695611,1659926.7118058205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZERO_RESIDUAL_NO_SALE,3113171882.211833,0.0,0.0,0.0
VG-001,15,4120446063.2428513,692726350.608008,1890131691.9191918,1537588020.7156515,0.0,0.0,307517604.1431303,0.0,-336998656.3695611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336998656.3695611,ZERO_RESIDUAL_NO_SALE,3457200764.8612742,0.0,0.0,0.0
VG-002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33274843750.0,30377116477.272724,2897727272.727276,31875000000.0,1399843750.0,0.0,0.0,0.0,ZERO_RESIDUAL_NO_SALE,0.0,33274843750.0,33274843750.0,0.0
VG-002,1,4284680400.0000005,562500000.0,2025141098.4848483,1697039301.5151522,0.0,0.0,339407860.3030305,352165512.3287672,352165512.3287672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZERO_RESIDUAL_NO_SALE,3030607027.3682027,0.0,0.0,0.0
VG-002,2,4305889567.9800005,573750000.0,2025141098.4848483,1706998469.4951522,0.0,0.0,341399693.89903045,353908731.61479455,1743219.2860273719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZERO_RESIDUAL_NO_SALE,3388996654.7949424,0.0,0.0,0.0
VG-002,3,4327203721.341502,585225000.0,2025141098.4848483,1716837622.856654,0.0,0.0,343367524.5713308,355660579.83628786,1751848.2214933038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZERO_RESIDUAL_NO_SALE,3396859348.548678,0.0,0.0,0.0
VG-002,4,4348623379.762142,596929500.0000001,2025141098.4848483,1726552781.277294,0.0,0.0,345310556.25545883,357421099.7064774,1760519.8701895475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZERO_RESIDUAL_NO_SALE,3404622803.6364937,0.0,0.0,0.0
VG-002,5,4370149065.491964,608868090.0,2025141098.4848483,1736139877.007116,0.0,0.0,347227975.4014232,359190334.1500245,1769234.44354707,0.0,0.0,0.0,0.0,0.0,151885582.38636363,0.0,0.0,ZERO_RESIDUAL_NO_SALE,3260398183.26063,0.0,0.0,0.0
VG-002,6,4391781303.36615,621045451.8,2025141098.4848483,1745594753.0813015,0.0,0.0,349118950.6162603,360968326.30406713,1777992.1540426612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZERO_RESIDUAL_NO_SALE,3419838908.7958465,0.0,0.0,0.0
VG-002,7,4413520620.817813,633466360.8360001,2025141098.4848483,1754913161.4969647,0.0,0.0,350982632.29939294,362755119.5192723,1786793.2152051926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZERO_RESIDUAL_NO_SALE,3427284834.4672146,0.0,0.0,0.0
VG-002,8,4435367547.890861,646135688.0527201,2025141098.4848483,1764090761.3532922,0.0,0.0,352818152.2706585,364550757.36089265,1795637.841620326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZERO_RESIDUAL_NO_SALE,3434618069.7258615,0.0,0.0,0.0
