project_id,year,cfads_vnd,debt_service_vnd,dsra_opening_vnd,dsra_funding_vnd,cash_trap_vnd,distribution_vnd,dsra_release_vnd,dsra_closing_vnd,terminal_value_vnd,terminal_branch,waterfall_status
VG-002,6,3419838908.7958465,2630645314.4583435,1165618087.4493086,0.0,0.0,789193594.337503,0.0,1165618087.4493086,0.0,ZERO_RESIDUAL_NO_SALE,DISTRIBUTION
VG-002,7,3427284834.4672146,2636372949.590165,1165618087.4493086,0.0,0.0,790911884.8770494,0.0,1165618087.4493086,0.0,ZERO_RESIDUAL_NO_SALE,DISTRIBUTION
VG-002,8,3434618069.7258615,2642013899.789124,1165618087.4493086,0.0,0.0,792604169.9367375,0.0,1165618087.4493086,0.0,ZERO_RESIDUAL_NO_SALE,DISTRIBUTION
VG-002,9,3441835065.79935,2647565435.230269,1165618087.4493086,0.0,0.0,794269630.5690808,0.0,1165618087.4493086,0.0,ZERO_RESIDUAL_NO_SALE,DISTRIBUTION
VG-002,10,3297046614.143355,1126330792.5641334,1165618087.4493086,0.0,0.0,2170715821.5792217,0.0,1165618087.4493086,0.0,ZERO_RESIDUAL_NO_SALE,DISTRIBUTION
VG-002,11,3455905756.794046,0.0,1165618087.4493086,0.0,0.0,3455905756.794046,0.0,1165618087.4493086,0.0,ZERO_RESIDUAL_NO_SALE,DISTRIBUTION
VG-002,12,3462751960.893262,0.0,1165618087.4493086,0.0,0.0,3462751960.893262,0.0,1165618087.4493086,0.0,ZERO_RESIDUAL_NO_SALE,DISTRIBUTION
VG-002,13,3469466940.9085813,0.0,1165618087.4493086,0.0,0.0,3469466940.9085813,0.0,1165618087.4493086,0.0,ZERO_RESIDUAL_NO_SALE,DISTRIBUTION
VG-002,14,3476046745.024904,0.0,1165618087.4493086,0.0,0.0,3476046745.024904,0.0,1165618087.4493086,0.0,ZERO_RESIDUAL_NO_SALE,DISTRIBUTION
VG-002,15,3859858912.6498165,0.0,1165618087.4493086,0.0,0.0,3859858912.6498165,1165618087.4493086,0.0,0.0,ZERO_RESIDUAL_NO_SALE,RELEASE
